method,auroc_defect_screening,auroc_open_set_known_vs_unknown,fpr_normal_at_tpr_defect_95,tpr_unknown_at_fpr_known_10,acc_3way,macro_precision_3way,macro_recall_3way,macro_f1_3way,latency_ms_mean,latency_ms_p95,latency_ms_p99,throughput_samples_per_sec,defect_threshold,unknown_threshold,confusion_matrix_3way
one_stage,0.9749984126984128,0.8086981481481481,0.15,0.47333333333333333,0.7491666666666666,0.7721087014908413,0.7174999999999999,0.7229442812271478,9.002923711655706,10.8272327774759,11.51887202881221,111.07502762745197,0.4179295149576211,0.6533793996682806,"[[1275, 225, 0], [97, 999, 104], [9, 468, 423]]"
two_stage,0.9984177777777776,0.9534111111111111,0.005333333333333333,0.8666666666666667,0.9036111111111111,0.8970665430477115,0.8922037037037037,0.8939208225048492,14.553705215031812,17.46325480542727,18.5864722857819,68.71102480261513,0.5530807134403537,0.5493903456873324,"[[1492, 8, 0], [97, 989, 114], [9, 119, 772]]"
