method_system,split,fpr_target,AUROC_defect_screening,AUPRC_defect_screening,TPR_defect@FPR,TPR_unknown@FPR,FPR_known_as_unknown@FPR,FPR_normal_realized,Specificity_normal,FalseAlarms_per_100,acc_3way,balanced_acc_3way,macro_f1_3way,train_sec,infer_sec_per_image,total_split_sec
two_stage_cflow,split_b,0.1,0.5671784776902888,0.7124086278510765,0.4566929133858268,0.11333333333333333,0.019230769230769232,0.37,0.63,37.0,0.38366336633663367,0.3872008547008547,0.34482745518706465,20852.0,4.811097277196144e-05,20852.038873666
two_stage_cflow,split_b,0.15,0.5671784776902888,0.7124086278510765,0.5610236220472441,0.14666666666666667,0.019230769230769232,0.49333333333333335,0.5066666666666666,49.333333333333336,0.37623762376237624,0.3908547008547009,0.355831170667867,20852.0,4.811097277196144e-05,20852.038873666
two_stage_cflow,split_b,0.2,0.5671784776902888,0.7124086278510765,0.610236220472441,0.16666666666666666,0.019230769230769232,0.5633333333333334,0.43666666666666665,56.333333333333336,0.3712871287128713,0.39181623931623927,0.35833580623854355,20852.0,4.811097277196144e-05,20852.038873666
two_stage_cflow,split_c,0.05,0.5128760162601625,0.5765883337502382,0.3597560975609756,0.02,0.0539568345323741,0.30666666666666664,0.6933333333333334,30.666666666666664,0.482484076433121,0.3504876099120704,0.3359984338927731,20852.0,5.757887101993851e-05,20852.036159531002
two_stage_cflow,split_c,0.1,0.5128760162601625,0.5765883337502382,0.5060975609756098,0.04,0.08633093525179857,0.49666666666666665,0.5033333333333334,49.666666666666664,0.45222929936305734,0.33818545163868907,0.3357905871762563,20852.0,5.757887101993851e-05,20852.036159531002
two_stage_cflow,split_c,0.15,0.5128760162601625,0.5765883337502382,0.573170731707317,0.04,0.10071942446043165,0.6333333333333333,0.3666666666666667,63.33333333333333,0.410828025477707,0.3106155075939248,0.3054845580404686,20852.0,5.757887101993851e-05,20852.036159531002
two_stage_cflow,split_c,0.2,0.5128760162601625,0.5765883337502382,0.6310975609756098,0.04,0.1079136690647482,0.69,0.31000000000000005,69.0,0.40445859872611467,0.30731414868105517,0.2974887913010718,20852.0,5.757887101993851e-05,20852.036159531002
two_stage_cflow,split_d,0.05,0.4730774278215223,0.6329787371027968,0.1515748031496063,0.006666666666666667,0.014423076923076924,0.12,0.88,12.0,0.4183168316831683,0.41094017094017093,0.3331547409872215,20852.0,4.349653217822928e-05,20852.035145198
two_stage_cflow,split_d,0.1,0.4730774278215223,0.6329787371027968,0.20669291338582677,0.023333333333333334,0.03365384615384615,0.19666666666666666,0.8033333333333333,19.666666666666664,0.4146039603960396,0.4149786324786325,0.34707090905106736,20852.0,4.349653217822928e-05,20852.035145198
two_stage_cflow,split_d,0.15,0.4730774278215223,0.6329787371027968,0.2874015748031496,0.04666666666666667,0.052884615384615384,0.34,0.6599999999999999,34.0,0.3948019801980198,0.4070299145299145,0.3477128946702141,20852.0,4.349653217822928e-05,20852.035145198
two_stage_cflow,split_d,0.2,0.4730774278215223,0.6329787371027968,0.36023622047244097,0.07333333333333333,0.0673076923076923,0.43333333333333335,0.5666666666666667,43.333333333333336,0.3849009900990099,0.4040384615384615,0.3497823288039199,20852.0,4.349653217822928e-05,20852.035145198
