method_system,fpr_target,AUROC_defect_screening_mean,AUROC_defect_screening_std,AUPRC_defect_screening_mean,AUPRC_defect_screening_std,TPR_defect@FPR_mean,TPR_defect@FPR_std,TPR_unknown@FPR_mean,TPR_unknown@FPR_std,FPR_known_as_unknown@FPR_mean,FPR_known_as_unknown@FPR_std,FPR_normal_realized_mean,FPR_normal_realized_std,acc_3way_mean,acc_3way_std,balanced_acc_3way_mean,balanced_acc_3way_std,macro_f1_3way_mean,macro_f1_3way_std,train_sec_mean,train_sec_std,infer_sec_per_image_mean,infer_sec_per_image_std,total_split_sec_mean,total_split_sec_std
one_stage_global_mahalanobis,0.05,0.6509104661399112,0.10013726405304124,0.7993352598180885,0.09808691556955441,0.21312001923038942,0.16204113478769142,0.05970212562569079,0.04684982454705233,0.08689939632225227,0.03938351701317284,0.047404063205417575,0.008546137465463162,0.4179047432617984,0.14539429361966247,0.40528481828750695,0.0456594686862726,0.30581478326279127,0.0939436832809653,439.2664475440979,228.3829328621226,0.011093929142457201,0.0004618197281668167,610.6434990763664,220.6195980327636
one_stage_global_mahalanobis,0.1,0.6509104661399112,0.10013726405304124,0.7993352598180885,0.09808691556955441,0.2977557481182982,0.19486677417327583,0.0985814957879044,0.07473341704623424,0.10625533859074703,0.029074362264952375,0.09904063205417603,0.012914088182343807,0.44300252831811104,0.14072693363964614,0.4267964696686131,0.05627963511444451,0.34229113230569147,0.09484224293734221,439.2664475440979,228.3829328621226,0.011093929142457201,0.0004618197281668167,610.653623342514,220.61320130823418
one_stage_global_mahalanobis,0.15,0.6509104661399112,0.10013726405304124,0.7993352598180885,0.09808691556955441,0.35817606334678687,0.1822566539256997,0.1299911789504475,0.10275296297580534,0.12657435626085858,0.01573904908816486,0.1506772009029345,0.014409870581042573,0.45211807445084884,0.13080637731017394,0.4341236963419205,0.054092107554685166,0.3584299768626892,0.08608066197142125,439.2664475440979,228.3829328621226,0.011093929142457201,0.0004618197281668167,610.6629356145859,220.60824301535934
one_stage_global_mahalanobis,0.2,0.6509104661399112,0.10013726405304124,0.7993352598180885,0.09808691556955441,0.41941383039651303,0.17725063326447194,0.1559939602156224,0.12876317838751739,0.13642226475559266,0.008864887387707004,0.19920993227990968,0.02231796832199234,0.46100000462212104,0.12624117091353054,0.4411078019195182,0.050995054630827034,0.37241021475549096,0.08276804544342874,439.2664475440979,228.3829328621226,0.011093929142457201,0.0004618197281668167,610.6698696613312,220.6065130583773
two_stage_cflow,0.05,0.5330008429243088,0.049220753179512196,0.6503124355382651,0.058964430290430005,0.3450787616876557,0.1414709338870475,0.031157407407407408,0.04200735205754042,0.020470813984264095,0.022670660275818648,0.255,0.1000925497652973,0.4050521767012513,0.07078203472609504,0.3588343028661426,0.06482154419867722,0.3111694206273281,0.056755029089216126,20852.0,0.0,5.190069352318574e-05,7.295843962968626e-06,20852.038439256998,0.003770493875694752
two_stage_cflow,0.1,0.5330008429243088,0.049220753179512196,0.6503124355382651,0.058964430290430005,0.431944837968206,0.1557927364327218,0.04532407407407407,0.04758583681694873,0.03915171374606001,0.03228242523680183,0.38,0.13316656236958785,0.3843399742183026,0.0707743711614407,0.3488707569804431,0.07010274858713522,0.31247684525426206,0.06036948282961218,20852.0,0.0,5.190069352318574e-05,7.295843962968626e-06,20852.038439256998,0.003770493875694752
two_stage_cflow,0.15,0.5330008429243088,0.049220753179512196,0.6503124355382651,0.058964430290430005,0.5201971884174545,0.16123128181779045,0.06180555555555556,0.05831547345640301,0.047556528355910586,0.03901696811678649,0.5116666666666666,0.12816366850994054,0.36550712183673756,0.05862678986966877,0.34226794539841926,0.06887414983068993,0.3101271949470591,0.05688716600579538,20852.0,0.0,5.190069352318574e-05,7.295843962968626e-06,20852.038439256998,0.003770493875694752
two_stage_cflow,0.2,0.5330008429243088,0.049220753179512196,0.6503124355382651,0.058964430290430005,0.5730382403904368,0.14589497950458058,0.07462962962962963,0.06537115727152022,0.05513477178123721,0.04109608644425378,0.5866666666666667,0.11563031769553504,0.35551020485366785,0.06420414235355049,0.3379151324054097,0.07350872513176346,0.30626465418814675,0.06381927433344639,20852.0,0.0,5.190069352318574e-05,7.295843962968626e-06,20852.038439256998,0.003770493875694752
